x,y,time,date
2025-10-03 17:23:00+05:30,52.24,17:23:00,2025-10-03
2025-10-03 17:24:00+05:30,51.76,17:24:00,2025-10-03
2025-10-03 17:25:00+05:30,51.49,17:25:00,2025-10-03
2025-10-03 17:26:00+05:30,51.82,17:26:00,2025-10-03
2025-10-03 17:27:00+05:30,51.42,17:27:00,2025-10-03
2025-10-03 17:28:00+05:30,52.62,17:28:00,2025-10-03
2025-10-03 17:29:00+05:30,52.19,17:29:00,2025-10-03
2025-10-03 17:30:00+05:30,51.97,17:30:00,2025-10-03
2025-10-03 17:31:00+05:30,51.18,17:31:00,2025-10-03
2025-10-03 17:32:00+05:30,52.13,17:32:00,2025-10-03
2025-10-03 17:33:00+05:30,52.56,17:33:00,2025-10-03
2025-10-03 17:34:00+05:30,52.28,17:34:00,2025-10-03
2025-10-03 17:35:00+05:30,52.86,17:35:00,2025-10-03
2025-10-03 17:36:00+05:30,52.85,17:36:00,2025-10-03
2025-10-03 17:37:00+05:30,52.94,17:37:00,2025-10-03
2025-10-03 17:38:00+05:30,53.0,17:38:00,2025-10-03
2025-10-03 17:39:00+05:30,52.52,17:39:00,2025-10-03
2025-10-03 17:40:00+05:30,52.38,17:40:00,2025-10-03
2025-10-03 17:41:00+05:30,52.72,17:41:00,2025-10-03
2025-10-03 17:42:00+05:30,51.2,17:42:00,2025-10-03
2025-10-03 17:43:00+05:30,51.91,17:43:00,2025-10-03
