x,y,time,date
2025-10-05 21:28:05+05:30,0.76219308,21:28:05,2025-10-05
2025-10-05 21:28:06+05:30,0.69009015,21:28:06,2025-10-05
2025-10-05 21:28:07+05:30,0.75325107,21:28:07,2025-10-05
2025-10-05 21:28:08+05:30,0.71254740,21:28:08,2025-10-05
2025-10-05 21:28:09+05:30,0.72939064,21:28:09,2025-10-05
2025-10-05 21:28:10+05:30,0.75394985,21:28:10,2025-10-05
2025-10-05 21:28:11+05:30,0.69982418,21:28:11,2025-10-05
2025-10-05 21:28:13+05:30,0.75917767,21:28:13,2025-10-05
2025-10-05 21:28:14+05:30,0.74416246,21:28:14,2025-10-05
2025-10-05 21:28:15+05:30,0.77736029,21:28:15,2025-10-05
2025-10-05 21:28:16+05:30,0.77859113,21:28:16,2025-10-05
2025-10-05 21:28:17+05:30,0.73630489,21:28:17,2025-10-05
2025-10-05 21:28:18+05:30,0.77190412,21:28:18,2025-10-05
2025-10-05 21:28:19+05:30,0.73106202,21:28:19,2025-10-05
2025-10-05 21:28:20+05:30,0.75297936,21:28:20,2025-10-05
2025-10-05 21:28:21+05:30,0.72745553,21:28:21,2025-10-05
2025-10-05 21:28:22+05:30,0.74607773,21:28:22,2025-10-05
2025-10-05 21:28:23+05:30,0.73826371,21:28:23,2025-10-05
2025-10-05 21:28:24+05:30,0.75020132,21:28:24,2025-10-05
2025-10-05 21:28:25+05:30,0.71656137,21:28:25,2025-10-05
2025-10-05 21:28:26+05:30,0.72932698,21:28:26,2025-10-05
2025-10-05 21:28:27+05:30,0.74861718,21:28:27,2025-10-05
2025-10-05 21:28:28+05:30,0.69144658,21:28:28,2025-10-05
2025-10-05 21:28:29+05:30,0.77380090,21:28:29,2025-10-05
2025-10-05 21:28:31+05:30,0.70895013,21:28:31,2025-10-05
2025-10-05 21:28:32+05:30,0.73023443,21:28:32,2025-10-05
2025-10-05 21:28:33+05:30,0.74953806,21:28:33,2025-10-05
2025-10-05 21:28:34+05:30,0.72940012,21:28:34,2025-10-05
2025-10-05 21:28:35+05:30,0.71455615,21:28:35,2025-10-05
2025-10-05 21:28:36+05:30,0.70065490,21:28:36,2025-10-05
2025-10-05 21:28:37+05:30,0.68978033,21:28:37,2025-10-05
2025-10-05 21:28:38+05:30,0.76179140,21:28:38,2025-10-05
2025-10-05 21:28:39+05:30,0.73451460,21:28:39,2025-10-05
2025-10-05 21:28:40+05:30,0.68580717,21:28:40,2025-10-05
2025-10-05 21:28:41+05:30,0.76655161,21:28:41,2025-10-05
2025-10-05 21:28:42+05:30,0.73411554,21:28:42,2025-10-05
2025-10-05 21:28:43+05:30,0.68438860,21:28:43,2025-10-05
2025-10-05 21:28:44+05:30,0.76358891,21:28:44,2025-10-05
2025-10-05 21:28:46+05:30,0.76722187,21:28:46,2025-10-05
2025-10-05 21:28:47+05:30,0.73402776,21:28:47,2025-10-05
2025-10-05 21:28:48+05:30,0.75712647,21:28:48,2025-10-05
2025-10-05 21:28:49+05:30,0.77653628,21:28:49,2025-10-05
2025-10-05 21:28:50+05:30,0.68319724,21:28:50,2025-10-05
2025-10-05 21:28:51+05:30,0.74019516,21:28:51,2025-10-05
2025-10-05 21:28:52+05:30,0.68006314,21:28:52,2025-10-05
2025-10-05 21:28:53+05:30,0.74379574,21:28:53,2025-10-05
2025-10-05 21:28:54+05:30,0.76249464,21:28:54,2025-10-05
2025-10-05 21:28:55+05:30,0.77209651,21:28:55,2025-10-05
2025-10-05 21:28:56+05:30,0.71591423,21:28:56,2025-10-05
2025-10-05 21:28:57+05:30,0.75414185,21:28:57,2025-10-05
2025-10-05 21:28:58+05:30,0.75947887,21:28:58,2025-10-05
2025-10-05 21:28:59+05:30,0.68037009,21:28:59,2025-10-05
2025-10-05 21:29:00+05:30,0.69800695,21:29:00,2025-10-05
2025-10-05 21:29:02+05:30,0.69281415,21:29:02,2025-10-05
2025-10-05 21:29:03+05:30,0.72511925,21:29:03,2025-10-05
2025-10-05 21:29:04+05:30,0.77005579,21:29:04,2025-10-05
2025-10-05 21:29:05+05:30,0.74366483,21:29:05,2025-10-05
2025-10-05 21:29:06+05:30,0.73352604,21:29:06,2025-10-05
2025-10-05 21:29:07+05:30,0.72898410,21:29:07,2025-10-05
2025-10-05 21:29:08+05:30,0.69914325,21:29:08,2025-10-05
2025-10-05 21:29:09+05:30,0.70921638,21:29:09,2025-10-05
2025-10-05 21:29:10+05:30,0.71850771,21:29:10,2025-10-05
2025-10-05 21:29:11+05:30,0.71284175,21:29:11,2025-10-05
2025-10-05 21:29:12+05:30,0.74871920,21:29:12,2025-10-05
2025-10-05 21:29:13+05:30,0.75363441,21:29:13,2025-10-05
2025-10-05 21:29:14+05:30,0.71569817,21:29:14,2025-10-05
2025-10-05 21:29:15+05:30,0.75747165,21:29:15,2025-10-05
2025-10-05 21:29:16+05:30,0.73235930,21:29:16,2025-10-05
2025-10-05 21:29:18+05:30,0.73904005,21:29:18,2025-10-05
2025-10-05 21:29:19+05:30,0.68580321,21:29:19,2025-10-05
2025-10-05 21:29:20+05:30,0.75282896,21:29:20,2025-10-05
2025-10-05 21:29:21+05:30,0.74790839,21:29:21,2025-10-05
