x,y,time,date
2025-10-03 17:23:00+05:30,23.0,17:23:00,2025-10-03
2025-10-03 17:24:00+05:30,24.34,17:24:00,2025-10-03
2025-10-03 17:25:00+05:30,23.62,17:25:00,2025-10-03
2025-10-03 17:26:00+05:30,24.09,17:26:00,2025-10-03
2025-10-03 17:27:00+05:30,24.28,17:27:00,2025-10-03
2025-10-03 17:28:00+05:30,23.6,17:28:00,2025-10-03
2025-10-03 17:29:00+05:30,24.66,17:29:00,2025-10-03
2025-10-03 17:30:00+05:30,24.43,17:30:00,2025-10-03
2025-10-03 17:31:00+05:30,23.0,17:31:00,2025-10-03
2025-10-03 17:32:00+05:30,24.52,17:32:00,2025-10-03
2025-10-03 17:33:00+05:30,24.59,17:33:00,2025-10-03
2025-10-03 17:34:00+05:30,23.87,17:34:00,2025-10-03
2025-10-03 17:35:00+05:30,24.1,17:35:00,2025-10-03
2025-10-03 17:36:00+05:30,23.41,17:36:00,2025-10-03
2025-10-03 17:37:00+05:30,24.08,17:37:00,2025-10-03
2025-10-03 17:38:00+05:30,23.0,17:38:00,2025-10-03
2025-10-03 17:39:00+05:30,24.09,17:39:00,2025-10-03
2025-10-03 17:40:00+05:30,24.52,17:40:00,2025-10-03
2025-10-03 17:41:00+05:30,23.0,17:41:00,2025-10-03
2025-10-03 17:42:00+05:30,23.0,17:42:00,2025-10-03
2025-10-03 17:43:00+05:30,23.05,17:43:00,2025-10-03
