x,y,time,date
2025-10-05 21:28:05+05:30,0.49504171,21:28:05,2025-10-05
2025-10-05 21:28:06+05:30,0.48941052,21:28:06,2025-10-05
2025-10-05 21:28:07+05:30,0.41839874,21:28:07,2025-10-05
2025-10-05 21:28:08+05:30,0.42522453,21:28:08,2025-10-05
2025-10-05 21:28:09+05:30,0.48365575,21:28:09,2025-10-05
2025-10-05 21:28:10+05:30,0.41281792,21:28:10,2025-10-05
2025-10-05 21:28:11+05:30,0.49279452,21:28:11,2025-10-05
2025-10-05 21:28:13+05:30,0.48202235,21:28:13,2025-10-05
2025-10-05 21:28:14+05:30,0.41062097,21:28:14,2025-10-05
2025-10-05 21:28:15+05:30,0.46923013,21:28:15,2025-10-05
2025-10-05 21:28:16+05:30,0.41481591,21:28:16,2025-10-05
2025-10-05 21:28:17+05:30,0.48962505,21:28:17,2025-10-05
2025-10-05 21:28:18+05:30,0.44849478,21:28:18,2025-10-05
2025-10-05 21:28:19+05:30,0.40280849,21:28:19,2025-10-05
2025-10-05 21:28:20+05:30,0.46280140,21:28:20,2025-10-05
2025-10-05 21:28:21+05:30,0.44164364,21:28:21,2025-10-05
2025-10-05 21:28:22+05:30,0.48228243,21:28:22,2025-10-05
2025-10-05 21:28:23+05:30,0.39762279,21:28:23,2025-10-05
2025-10-05 21:28:24+05:30,0.42216280,21:28:24,2025-10-05
2025-10-05 21:28:25+05:30,0.49540575,21:28:25,2025-10-05
2025-10-05 21:28:26+05:30,0.46315829,21:28:26,2025-10-05
2025-10-05 21:28:27+05:30,0.47712920,21:28:27,2025-10-05
2025-10-05 21:28:28+05:30,0.43630386,21:28:28,2025-10-05
2025-10-05 21:28:29+05:30,0.45073191,21:28:29,2025-10-05
2025-10-05 21:28:31+05:30,0.47795229,21:28:31,2025-10-05
2025-10-05 21:28:32+05:30,0.47263701,21:28:32,2025-10-05
2025-10-05 21:28:33+05:30,0.41749122,21:28:33,2025-10-05
2025-10-05 21:28:34+05:30,0.44111570,21:28:34,2025-10-05
2025-10-05 21:28:35+05:30,0.44854721,21:28:35,2025-10-05
2025-10-05 21:28:36+05:30,0.46728494,21:28:36,2025-10-05
2025-10-05 21:28:37+05:30,0.49552876,21:28:37,2025-10-05
2025-10-05 21:28:38+05:30,0.39841273,21:28:38,2025-10-05
2025-10-05 21:28:39+05:30,0.42737138,21:28:39,2025-10-05
2025-10-05 21:28:40+05:30,0.41067253,21:28:40,2025-10-05
2025-10-05 21:28:41+05:30,0.47316869,21:28:41,2025-10-05
2025-10-05 21:28:42+05:30,0.44511045,21:28:42,2025-10-05
2025-10-05 21:28:43+05:30,0.43144829,21:28:43,2025-10-05
2025-10-05 21:28:44+05:30,0.42308232,21:28:44,2025-10-05
2025-10-05 21:28:46+05:30,0.41935836,21:28:46,2025-10-05
2025-10-05 21:28:47+05:30,0.40651208,21:28:47,2025-10-05
2025-10-05 21:28:48+05:30,0.41970887,21:28:48,2025-10-05
2025-10-05 21:28:49+05:30,0.41446125,21:28:49,2025-10-05
2025-10-05 21:28:50+05:30,0.41946027,21:28:50,2025-10-05
2025-10-05 21:28:51+05:30,0.48282818,21:28:51,2025-10-05
2025-10-05 21:28:52+05:30,0.45463733,21:28:52,2025-10-05
