x,y,time,date
2025-10-05 21:28:05+05:30,0.41235649,21:28:05,2025-10-05
2025-10-05 21:28:06+05:30,0.40642163,21:28:06,2025-10-05
2025-10-05 21:28:07+05:30,0.46376101,21:28:07,2025-10-05
2025-10-05 21:28:08+05:30,0.49381160,21:28:08,2025-10-05
2025-10-05 21:28:09+05:30,0.49342553,21:28:09,2025-10-05
2025-10-05 21:28:10+05:30,0.41931263,21:28:10,2025-10-05
2025-10-05 21:28:11+05:30,0.46192267,21:28:11,2025-10-05
2025-10-05 21:28:13+05:30,0.46262962,21:28:13,2025-10-05
2025-10-05 21:28:14+05:30,0.46669428,21:28:14,2025-10-05
2025-10-05 21:28:15+05:30,0.45263871,21:28:15,2025-10-05
2025-10-05 21:28:16+05:30,0.42009430,21:28:16,2025-10-05
2025-10-05 21:28:17+05:30,0.42923583,21:28:17,2025-10-05
2025-10-05 21:28:18+05:30,0.45203922,21:28:18,2025-10-05
2025-10-05 21:28:19+05:30,0.41684448,21:28:19,2025-10-05
2025-10-05 21:28:20+05:30,0.50017909,21:28:20,2025-10-05
2025-10-05 21:28:21+05:30,0.48246030,21:28:21,2025-10-05
2025-10-05 21:28:22+05:30,0.46407251,21:28:22,2025-10-05
2025-10-05 21:28:23+05:30,0.50359932,21:28:23,2025-10-05
2025-10-05 21:28:24+05:30,0.40794461,21:28:24,2025-10-05
2025-10-05 21:28:25+05:30,0.46247100,21:28:25,2025-10-05
2025-10-05 21:28:26+05:30,0.47356959,21:28:26,2025-10-05
2025-10-05 21:28:27+05:30,0.44980529,21:28:27,2025-10-05
2025-10-05 21:28:28+05:30,0.47259468,21:28:28,2025-10-05
2025-10-05 21:28:29+05:30,0.46576913,21:28:29,2025-10-05
2025-10-05 21:28:31+05:30,0.49565133,21:28:31,2025-10-05
2025-10-05 21:28:32+05:30,0.43816859,21:28:32,2025-10-05
2025-10-05 21:28:33+05:30,0.49640605,21:28:33,2025-10-05
2025-10-05 21:28:34+05:30,0.47744483,21:28:34,2025-10-05
2025-10-05 21:28:35+05:30,0.41520937,21:28:35,2025-10-05
2025-10-05 21:28:36+05:30,0.46573832,21:28:36,2025-10-05
2025-10-05 21:28:37+05:30,0.43891608,21:28:37,2025-10-05
2025-10-05 21:28:38+05:30,0.41486248,21:28:38,2025-10-05
2025-10-05 21:28:39+05:30,0.46497973,21:28:39,2025-10-05
2025-10-05 21:28:40+05:30,0.41059250,21:28:40,2025-10-05
2025-10-05 21:28:41+05:30,0.47239162,21:28:41,2025-10-05
2025-10-05 21:28:42+05:30,0.50245107,21:28:42,2025-10-05
2025-10-05 21:28:43+05:30,0.45871565,21:28:43,2025-10-05
2025-10-05 21:28:44+05:30,0.41537792,21:28:44,2025-10-05
2025-10-05 21:28:46+05:30,0.44358022,21:28:46,2025-10-05
2025-10-05 21:28:47+05:30,0.47989123,21:28:47,2025-10-05
2025-10-05 21:28:48+05:30,0.44422528,21:28:48,2025-10-05
2025-10-05 21:28:49+05:30,0.45487111,21:28:49,2025-10-05
2025-10-05 21:28:50+05:30,0.44538042,21:28:50,2025-10-05
2025-10-05 21:28:51+05:30,0.44330146,21:28:51,2025-10-05
2025-10-05 21:28:52+05:30,0.47571573,21:28:52,2025-10-05
2025-10-05 21:28:53+05:30,0.44412072,21:28:53,2025-10-05
2025-10-05 21:28:54+05:30,0.43040885,21:28:54,2025-10-05
2025-10-05 21:28:55+05:30,0.43303083,21:28:55,2025-10-05
2025-10-05 21:28:56+05:30,0.45633993,21:28:56,2025-10-05
2025-10-05 21:28:57+05:30,0.46882654,21:28:57,2025-10-05
2025-10-05 21:28:58+05:30,0.48630732,21:28:58,2025-10-05
2025-10-05 21:28:59+05:30,0.43054305,21:28:59,2025-10-05
2025-10-05 21:29:00+05:30,0.48345354,21:29:00,2025-10-05
2025-10-05 21:29:02+05:30,0.45683035,21:29:02,2025-10-05
2025-10-05 21:29:03+05:30,0.49025565,21:29:03,2025-10-05
2025-10-05 21:29:04+05:30,0.49388969,21:29:04,2025-10-05
2025-10-05 21:29:05+05:30,0.49823861,21:29:05,2025-10-05
2025-10-05 21:29:06+05:30,0.49784244,21:29:06,2025-10-05
2025-10-05 21:29:07+05:30,0.48971390,21:29:07,2025-10-05
2025-10-05 21:29:08+05:30,0.48848505,21:29:08,2025-10-05
2025-10-05 21:29:09+05:30,0.42889807,21:29:09,2025-10-05
2025-10-05 21:29:10+05:30,0.49536194,21:29:10,2025-10-05
2025-10-05 21:29:11+05:30,0.50452910,21:29:11,2025-10-05
2025-10-05 21:29:12+05:30,0.50202602,21:29:12,2025-10-05
2025-10-05 21:29:13+05:30,0.44542426,21:29:13,2025-10-05
2025-10-05 21:29:14+05:30,0.42794006,21:29:14,2025-10-05
2025-10-05 21:29:15+05:30,0.49892463,21:29:15,2025-10-05
2025-10-05 21:29:16+05:30,0.47247418,21:29:16,2025-10-05
2025-10-05 21:29:18+05:30,0.46298004,21:29:18,2025-10-05
2025-10-05 21:29:19+05:30,0.49998623,21:29:19,2025-10-05
2025-10-05 21:29:20+05:30,0.49437507,21:29:20,2025-10-05
2025-10-05 21:29:21+05:30,0.41585863,21:29:21,2025-10-05
2025-10-05 21:29:22+05:30,0.44029488,21:29:22,2025-10-05
2025-10-05 21:29:23+05:30,0.47323915,21:29:23,2025-10-05
2025-10-05 21:29:24+05:30,0.48043881,21:29:24,2025-10-05
2025-10-05 21:29:25+05:30,0.44183557,21:29:25,2025-10-05
2025-10-05 21:29:26+05:30,0.43256902,21:29:26,2025-10-05
2025-10-05 21:29:27+05:30,0.46350274,21:29:27,2025-10-05
2025-10-05 21:29:28+05:30,0.48388719,21:29:28,2025-10-05
2025-10-05 21:29:29+05:30,0.48619092,21:29:29,2025-10-05
2025-10-05 21:29:30+05:30,0.46281577,21:29:30,2025-10-05
2025-10-05 21:29:31+05:30,0.48247684,21:29:31,2025-10-05
2025-10-05 21:29:32+05:30,0.45566715,21:29:32,2025-10-05
2025-10-05 21:29:33+05:30,0.48549745,21:29:33,2025-10-05
2025-10-05 21:29:35+05:30,0.48758635,21:29:35,2025-10-05
2025-10-05 21:29:36+05:30,0.47003292,21:29:36,2025-10-05
2025-10-05 21:29:37+05:30,0.49366877,21:29:37,2025-10-05
2025-10-05 21:29:38+05:30,0.49042394,21:29:38,2025-10-05
2025-10-05 21:29:39+05:30,0.40853999,21:29:39,2025-10-05
2025-10-05 21:29:40+05:30,0.40761587,21:29:40,2025-10-05
2025-10-05 21:29:41+05:30,0.47150753,21:29:41,2025-10-05
2025-10-05 21:29:42+05:30,0.49475864,21:29:42,2025-10-05
2025-10-05 21:29:43+05:30,0.44601841,21:29:43,2025-10-05
2025-10-05 21:29:44+05:30,0.41211373,21:29:44,2025-10-05
2025-10-05 21:29:45+05:30,0.41546403,21:29:45,2025-10-05
2025-10-05 21:29:46+05:30,0.43296204,21:29:46,2025-10-05
2025-10-05 21:29:47+05:30,0.49404398,21:29:47,2025-10-05
2025-10-05 21:29:48+05:30,0.41510889,21:29:48,2025-10-05
2025-10-05 21:29:49+05:30,0.48535948,21:29:49,2025-10-05
2025-10-05 21:29:50+05:30,0.47085116,21:29:50,2025-10-05
2025-10-05 21:29:51+05:30,0.43874232,21:29:51,2025-10-05
2025-10-05 21:29:53+05:30,0.45833219,21:29:53,2025-10-05
2025-10-05 21:29:54+05:30,0.45805547,21:29:54,2025-10-05
2025-10-05 21:29:55+05:30,0.43332949,21:29:55,2025-10-05
2025-10-05 21:29:56+05:30,0.50021163,21:29:56,2025-10-05
2025-10-05 21:29:57+05:30,0.50717774,21:29:57,2025-10-05
2025-10-05 21:29:58+05:30,0.50106966,21:29:58,2025-10-05
2025-10-05 21:29:59+05:30,0.48838673,21:29:59,2025-10-05
2025-10-05 21:30:00+05:30,0.48037763,21:30:00,2025-10-05
2025-10-05 21:30:01+05:30,0.48087442,21:30:01,2025-10-05
2025-10-05 21:30:02+05:30,0.45960278,21:30:02,2025-10-05
2025-10-05 21:30:03+05:30,0.43050967,21:30:03,2025-10-05
2025-10-05 21:30:05+05:30,0.48658479,21:30:05,2025-10-05
2025-10-05 21:30:06+05:30,0.46251806,21:30:06,2025-10-05
2025-10-05 21:30:07+05:30,0.41255572,21:30:07,2025-10-05
2025-10-05 21:30:08+05:30,0.41333213,21:30:08,2025-10-05
2025-10-05 21:30:09+05:30,0.42678218,21:30:09,2025-10-05
2025-10-05 21:30:10+05:30,0.43066204,21:30:10,2025-10-05
2025-10-05 21:30:11+05:30,0.46581837,21:30:11,2025-10-05
2025-10-05 21:30:12+05:30,0.50537058,21:30:12,2025-10-05
2025-10-05 21:30:13+05:30,0.48871209,21:30:13,2025-10-05
2025-10-05 21:30:14+05:30,0.42009204,21:30:14,2025-10-05
2025-10-05 21:30:15+05:30,0.42127405,21:30:15,2025-10-05
2025-10-05 21:30:16+05:30,0.49198882,21:30:16,2025-10-05
