x,y,time,date
2025-10-05 21:28:05+05:30,0.48691294,21:28:05,2025-10-05
2025-10-05 21:28:06+05:30,0.53613838,21:28:06,2025-10-05
2025-10-05 21:28:07+05:30,0.51560546,21:28:07,2025-10-05
2025-10-05 21:28:08+05:30,0.54323124,21:28:08,2025-10-05
2025-10-05 21:28:09+05:30,0.51359557,21:28:09,2025-10-05
2025-10-05 21:28:10+05:30,0.54577395,21:28:10,2025-10-05
2025-10-05 21:28:11+05:30,0.56050044,21:28:11,2025-10-05
2025-10-05 21:28:13+05:30,0.54414273,21:28:13,2025-10-05
2025-10-05 21:28:14+05:30,0.51785211,21:28:14,2025-10-05
2025-10-05 21:28:15+05:30,0.52217765,21:28:15,2025-10-05
2025-10-05 21:28:16+05:30,0.50965384,21:28:16,2025-10-05
2025-10-05 21:28:17+05:30,0.52771656,21:28:17,2025-10-05
2025-10-05 21:28:18+05:30,0.48511424,21:28:18,2025-10-05
2025-10-05 21:28:19+05:30,0.52964032,21:28:19,2025-10-05
2025-10-05 21:28:20+05:30,0.48407398,21:28:20,2025-10-05
2025-10-05 21:28:21+05:30,0.54803691,21:28:21,2025-10-05
2025-10-05 21:28:22+05:30,0.52060006,21:28:22,2025-10-05
2025-10-05 21:28:23+05:30,0.53954062,21:28:23,2025-10-05
2025-10-05 21:28:24+05:30,0.52625594,21:28:24,2025-10-05
2025-10-05 21:28:25+05:30,0.54160872,21:28:25,2025-10-05
2025-10-05 21:28:26+05:30,0.52104265,21:28:26,2025-10-05
2025-10-05 21:28:27+05:30,0.55821037,21:28:27,2025-10-05
2025-10-05 21:28:28+05:30,0.55010107,21:28:28,2025-10-05
2025-10-05 21:28:29+05:30,0.48395532,21:28:29,2025-10-05
2025-10-05 21:28:31+05:30,0.54865854,21:28:31,2025-10-05
2025-10-05 21:28:32+05:30,0.49188897,21:28:32,2025-10-05
2025-10-05 21:28:33+05:30,0.51099351,21:28:33,2025-10-05
2025-10-05 21:28:34+05:30,0.50213987,21:28:34,2025-10-05
2025-10-05 21:28:35+05:30,0.54455934,21:28:35,2025-10-05
