x,y,time,date
2025-10-03 17:23:00+05:30,12.85,17:23:00,2025-10-03
2025-10-03 17:24:00+05:30,13.4,17:24:00,2025-10-03
2025-10-03 17:25:00+05:30,13.26,17:25:00,2025-10-03
2025-10-03 17:26:00+05:30,12.06,17:26:00,2025-10-03
2025-10-03 17:27:00+05:30,12.2,17:27:00,2025-10-03
2025-10-03 17:28:00+05:30,12.36,17:28:00,2025-10-03
2025-10-03 17:29:00+05:30,12.24,17:29:00,2025-10-03
2025-10-03 17:30:00+05:30,13.02,17:30:00,2025-10-03
2025-10-03 17:31:00+05:30,12.4,17:31:00,2025-10-03
2025-10-03 17:32:00+05:30,12.72,17:32:00,2025-10-03
2025-10-03 17:33:00+05:30,11.72,17:33:00,2025-10-03
2025-10-03 17:34:00+05:30,12.74,17:34:00,2025-10-03
2025-10-03 17:35:00+05:30,12.4,17:35:00,2025-10-03
2025-10-03 17:36:00+05:30,12.99,17:36:00,2025-10-03
2025-10-03 17:37:00+05:30,11.97,17:37:00,2025-10-03
2025-10-03 17:38:00+05:30,13.43,17:38:00,2025-10-03
2025-10-03 17:39:00+05:30,13.47,17:39:00,2025-10-03
2025-10-03 17:40:00+05:30,13.51,17:40:00,2025-10-03
2025-10-03 17:41:00+05:30,12.5,17:41:00,2025-10-03
2025-10-03 17:42:00+05:30,13.44,17:42:00,2025-10-03
2025-10-03 17:43:00+05:30,13.83,17:43:00,2025-10-03
