x,y,time,date
2025-10-05 21:28:05+05:30,0.56102523,21:28:05,2025-10-05
2025-10-05 21:28:06+05:30,0.53026525,21:28:06,2025-10-05
2025-10-05 21:28:07+05:30,0.53694206,21:28:07,2025-10-05
2025-10-05 21:28:08+05:30,0.53560729,21:28:08,2025-10-05
2025-10-05 21:28:09+05:30,0.49479239,21:28:09,2025-10-05
2025-10-05 21:28:10+05:30,0.56443102,21:28:10,2025-10-05
2025-10-05 21:28:11+05:30,0.52300276,21:28:11,2025-10-05
2025-10-05 21:28:13+05:30,0.50152713,21:28:13,2025-10-05
2025-10-05 21:28:14+05:30,0.56119805,21:28:14,2025-10-05
2025-10-05 21:28:15+05:30,0.50100608,21:28:15,2025-10-05
2025-10-05 21:28:16+05:30,0.56519447,21:28:16,2025-10-05
2025-10-05 21:28:17+05:30,0.54320763,21:28:17,2025-10-05
2025-10-05 21:28:18+05:30,0.55216312,21:28:18,2025-10-05
2025-10-05 21:28:19+05:30,0.51888599,21:28:19,2025-10-05
2025-10-05 21:28:20+05:30,0.50897674,21:28:20,2025-10-05
2025-10-05 21:28:21+05:30,0.51609961,21:28:21,2025-10-05
2025-10-05 21:28:22+05:30,0.53713275,21:28:22,2025-10-05
2025-10-05 21:28:23+05:30,0.52156643,21:28:23,2025-10-05
2025-10-05 21:28:24+05:30,0.52279149,21:28:24,2025-10-05
2025-10-05 21:28:25+05:30,0.55083376,21:28:25,2025-10-05
2025-10-05 21:28:26+05:30,0.54577353,21:28:26,2025-10-05
2025-10-05 21:28:27+05:30,0.50894333,21:28:27,2025-10-05
2025-10-05 21:28:28+05:30,0.49837774,21:28:28,2025-10-05
2025-10-05 21:28:29+05:30,0.49797575,21:28:29,2025-10-05
2025-10-05 21:28:31+05:30,0.53469155,21:28:31,2025-10-05
2025-10-05 21:28:32+05:30,0.53351761,21:28:32,2025-10-05
2025-10-05 21:28:33+05:30,0.50560074,21:28:33,2025-10-05
2025-10-05 21:28:34+05:30,0.54447946,21:28:34,2025-10-05
2025-10-05 21:28:35+05:30,0.49115194,21:28:35,2025-10-05
2025-10-05 21:28:36+05:30,0.55578868,21:28:36,2025-10-05
2025-10-05 21:28:37+05:30,0.52949006,21:28:37,2025-10-05
2025-10-05 21:28:38+05:30,0.55850933,21:28:38,2025-10-05
2025-10-05 21:28:39+05:30,0.53375198,21:28:39,2025-10-05
2025-10-05 21:28:40+05:30,0.56177728,21:28:40,2025-10-05
2025-10-05 21:28:41+05:30,0.52511842,21:28:41,2025-10-05
2025-10-05 21:28:42+05:30,0.48722242,21:28:42,2025-10-05
2025-10-05 21:28:43+05:30,0.54720652,21:28:43,2025-10-05
2025-10-05 21:28:44+05:30,0.53583436,21:28:44,2025-10-05
2025-10-05 21:28:46+05:30,0.51407105,21:28:46,2025-10-05
2025-10-05 21:28:47+05:30,0.49705596,21:28:47,2025-10-05
2025-10-05 21:28:48+05:30,0.50290619,21:28:48,2025-10-05
2025-10-05 21:28:49+05:30,0.48965133,21:28:49,2025-10-05
2025-10-05 21:28:50+05:30,0.52161854,21:28:50,2025-10-05
2025-10-05 21:28:51+05:30,0.53410844,21:28:51,2025-10-05
2025-10-05 21:28:52+05:30,0.52759766,21:28:52,2025-10-05
2025-10-05 21:28:53+05:30,0.50835562,21:28:53,2025-10-05
2025-10-05 21:28:54+05:30,0.53467383,21:28:54,2025-10-05
2025-10-05 21:28:55+05:30,0.50601497,21:28:55,2025-10-05
2025-10-05 21:28:56+05:30,0.55352689,21:28:56,2025-10-05
2025-10-05 21:28:57+05:30,0.55748073,21:28:57,2025-10-05
2025-10-05 21:28:58+05:30,0.49704250,21:28:58,2025-10-05
2025-10-05 21:28:59+05:30,0.49072013,21:28:59,2025-10-05
2025-10-05 21:29:00+05:30,0.52272156,21:29:00,2025-10-05
2025-10-05 21:29:02+05:30,0.50122317,21:29:02,2025-10-05
