x,y,time,date
2025-10-05 21:28:05+05:30,0.50380132,21:28:05,2025-10-05
2025-10-05 21:28:06+05:30,0.53584208,21:28:06,2025-10-05
2025-10-05 21:28:07+05:30,0.56367332,21:28:07,2025-10-05
2025-10-05 21:28:08+05:30,0.54185965,21:28:08,2025-10-05
2025-10-05 21:28:09+05:30,0.49645156,21:28:09,2025-10-05
2025-10-05 21:28:10+05:30,0.54597016,21:28:10,2025-10-05
2025-10-05 21:28:11+05:30,0.48905226,21:28:11,2025-10-05
2025-10-05 21:28:13+05:30,0.52808337,21:28:13,2025-10-05
2025-10-05 21:28:14+05:30,0.53762710,21:28:14,2025-10-05
2025-10-05 21:28:15+05:30,0.55904333,21:28:15,2025-10-05
2025-10-05 21:28:16+05:30,0.49834831,21:28:16,2025-10-05
2025-10-05 21:28:17+05:30,0.53969612,21:28:17,2025-10-05
2025-10-05 21:28:18+05:30,0.54319852,21:28:18,2025-10-05
2025-10-05 21:28:19+05:30,0.53175266,21:28:19,2025-10-05
2025-10-05 21:28:20+05:30,0.50956086,21:28:20,2025-10-05
2025-10-05 21:28:21+05:30,0.49872092,21:28:21,2025-10-05
2025-10-05 21:28:22+05:30,0.54582379,21:28:22,2025-10-05
2025-10-05 21:28:23+05:30,0.53434013,21:28:23,2025-10-05
2025-10-05 21:28:24+05:30,0.55313926,21:28:24,2025-10-05
2025-10-05 21:28:25+05:30,0.54554057,21:28:25,2025-10-05
2025-10-05 21:28:26+05:30,0.55982393,21:28:26,2025-10-05
2025-10-05 21:28:27+05:30,0.56390827,21:28:27,2025-10-05
2025-10-05 21:28:28+05:30,0.52668719,21:28:28,2025-10-05
2025-10-05 21:28:29+05:30,0.49052962,21:28:29,2025-10-05
2025-10-05 21:28:31+05:30,0.54713896,21:28:31,2025-10-05
2025-10-05 21:28:32+05:30,0.53754255,21:28:32,2025-10-05
2025-10-05 21:28:33+05:30,0.54210796,21:28:33,2025-10-05
2025-10-05 21:28:34+05:30,0.52761171,21:28:34,2025-10-05
2025-10-05 21:28:35+05:30,0.53043135,21:28:35,2025-10-05
2025-10-05 21:28:36+05:30,0.53421869,21:28:36,2025-10-05
2025-10-05 21:28:37+05:30,0.53749296,21:28:37,2025-10-05
2025-10-05 21:28:38+05:30,0.53854457,21:28:38,2025-10-05
2025-10-05 21:28:39+05:30,0.50188451,21:28:39,2025-10-05
2025-10-05 21:28:40+05:30,0.49338124,21:28:40,2025-10-05
2025-10-05 21:28:41+05:30,0.55951015,21:28:41,2025-10-05
2025-10-05 21:28:42+05:30,0.54192375,21:28:42,2025-10-05
2025-10-05 21:28:43+05:30,0.54594895,21:28:43,2025-10-05
2025-10-05 21:28:44+05:30,0.51434288,21:28:44,2025-10-05
2025-10-05 21:28:46+05:30,0.48704636,21:28:46,2025-10-05
2025-10-05 21:28:47+05:30,0.53466186,21:28:47,2025-10-05
2025-10-05 21:28:48+05:30,0.56062508,21:28:48,2025-10-05
2025-10-05 21:28:49+05:30,0.51378856,21:28:49,2025-10-05
2025-10-05 21:28:50+05:30,0.54052892,21:28:50,2025-10-05
2025-10-05 21:28:51+05:30,0.50150667,21:28:51,2025-10-05
2025-10-05 21:28:52+05:30,0.49924451,21:28:52,2025-10-05
2025-10-05 21:28:53+05:30,0.49358879,21:28:53,2025-10-05
2025-10-05 21:28:54+05:30,0.54187737,21:28:54,2025-10-05
2025-10-05 21:28:55+05:30,0.53540229,21:28:55,2025-10-05
2025-10-05 21:28:56+05:30,0.55635515,21:28:56,2025-10-05
2025-10-05 21:28:57+05:30,0.48371786,21:28:57,2025-10-05
2025-10-05 21:28:58+05:30,0.53991126,21:28:58,2025-10-05
2025-10-05 21:28:59+05:30,0.51669655,21:28:59,2025-10-05
2025-10-05 21:29:00+05:30,0.54663162,21:29:00,2025-10-05
2025-10-05 21:29:02+05:30,0.52743046,21:29:02,2025-10-05
2025-10-05 21:29:03+05:30,0.49425079,21:29:03,2025-10-05
2025-10-05 21:29:04+05:30,0.52076151,21:29:04,2025-10-05
2025-10-05 21:29:05+05:30,0.53837162,21:29:05,2025-10-05
2025-10-05 21:29:06+05:30,0.49134609,21:29:06,2025-10-05
2025-10-05 21:29:07+05:30,0.53200707,21:29:07,2025-10-05
2025-10-05 21:29:08+05:30,0.54718794,21:29:08,2025-10-05
2025-10-05 21:29:09+05:30,0.51434728,21:29:09,2025-10-05
2025-10-05 21:29:10+05:30,0.49814223,21:29:10,2025-10-05
2025-10-05 21:29:11+05:30,0.50620666,21:29:11,2025-10-05
2025-10-05 21:29:12+05:30,0.48455954,21:29:12,2025-10-05
2025-10-05 21:29:13+05:30,0.48691221,21:29:13,2025-10-05
2025-10-05 21:29:14+05:30,0.50235268,21:29:14,2025-10-05
2025-10-05 21:29:15+05:30,0.49247557,21:29:15,2025-10-05
2025-10-05 21:29:16+05:30,0.52570663,21:29:16,2025-10-05
2025-10-05 21:29:18+05:30,0.47979235,21:29:18,2025-10-05
2025-10-05 21:29:19+05:30,0.54388879,21:29:19,2025-10-05
2025-10-05 21:29:20+05:30,0.52521429,21:29:20,2025-10-05
